timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime,normal,cpu,mem,io
1529577840,0,0,8428593176185,704,79680208896,253952,93544448,0,0,0,24440838,350.7559509277344,0,1166700544,1260244992,1260204032,82270250,1,0,0,0
1529577860,0,0,8441659279827,659,79680208896,253952,93859840,0,0,0,24447788,350.6687927246094,0,1166700544,1260568576,1260527616,82290252,1,0,0,0
1529577880,0,0,8447066735003,297,79680208896,253952,94449664,0,0,0,24455156,405.8204956054688,0,1166721024,1261170688,1261129728,82310164,1,0,0,0
1529577900,0,0,8455011881044,278,79680208896,253952,94814208,0,0,0,24465388,358.3296813964844,0,1166721024,1261568000,1261527040,82330234,1,0,0,0
1529577920,0,0,8459782090687,266,79680208896,253952,94867456,0,0,0,24471106,319.44744873046875,0,1166721024,1261678592,1261637632,82350193,1,0,0,0
1529577940,0,0,8464481910255,269,79680208896,253952,94920704,0,0,0,24478188,406.6965637207031,0,1166721024,1261719552,1261678592,82370183,1,0,0,0
1529577960,0,0,8469075521700,270,79680208896,253952,94969856,0,0,0,24483996,341.8100280761719,0,1166721024,1261727744,1261682688,82390184,1,0,0,0
1529577980,0,0,8477641665466,271,79680208896,253952,95068160,0,0,0,24496080,383.5129089355469,0,1166721024,1261797376,1261756416,82410233,1,0,0,0
1529578000,0,0,8481387404288,269,79680208896,253952,95117312,0,0,0,24501406,383.5923461914063,0,1166721024,1261838336,1261797376,82430260,1,0,0,0
1529578020,0,0,8486897859042,211,79680208896,253952,95215616,0,0,0,24510119,335.201904296875,0,1166721024,1262063616,1262022656,82450212,1,0,0,0
1529578040,0,0,8488669555966,167,79680208896,253952,95260672,0,0,0,24513209,292.3280029296875,0,1166721024,1262108672,1262067712,82470204,1,0,0,0
1529578060,0,0,8490916762902,80,79680208896,253952,95297536,0,0,0,24521293,287.8792419433594,0,1166721024,1262018560,1261977600,82490210,1,0,0,0
1529578080,0,0,8492160322804,109,79680208896,253952,95326208,0,0,0,24525119,337.5718688964844,0,1166721024,1262047232,1262006272,82510219,1,0,0,0
1529578100,0,0,8496167934068,130,79680208896,253952,95420416,0,0,0,24533731,279.46243286132807,0,1166721024,1262141440,1262100480,82530226,1,0,0,0
1529578120,0,0,8497054283421,55,79680208896,253952,95428608,0,0,0,24539049,330.48388671875,0,1166721024,1262149632,1262108672,82550232,1,0,0,0
